0,1,2
12.0314254760742,40.0,99.3401260375977
12.0432062149048,40.0000009536743,98.455795288086
12.041729927063,39.9999990463257,98.2297058105469
12.0396413803101,40.0000009536743,98.0611114501953
12.0371236801147,39.9999990463257,97.9384231567383
12.0345249176025,40.0,97.8427734375
12.0320100784302,39.9999990463257,97.7642593383789
12.0296316146851,39.9999990463257,97.6976547241211
12.0274591445923,39.9999990463257,97.6397094726563
12.0254802703857,40.0,97.5886764526367
12.0237255096436,40.0,97.541877746582
12.0221757888794,39.9999990463257,97.4988098144531
12.0208253860474,40.0000009536743,97.4587478637695
12.0196628570557,40.0,97.4210968017578
12.0186786651611,40.0,97.3854064941406
12.017861366272,39.9999990463257,97.3513565063477
12.0171995162964,40.0000009536743,97.3186874389649
12.0166778564453,40.0,97.2872772216797
12.0162925720215,40.0,97.2568054199219
12.0160293579102,40.0,97.2272338867188
12.0158796310425,39.9999990463257,97.1984481811524
12.0158338546753,39.9999990463257,97.1703872680664
12.0158834457397,40.0000009536743,97.142951965332
12.0160207748413,40.0000009536743,97.1160888671875
12.0162372589111,40.0,97.0897445678711
12.0165281295776,39.9999990463257,97.0638809204102
12.016884803772,40.0000009536743,97.038459777832
12.0173034667969,40.0,97.0134353637695
12.0177774429321,39.9999990463257,96.9887771606445
12.0183038711548,40.0000009536743,96.9644546508789
12.0188751220703,40.0,96.9404602050781
12.0194892883301,40.0,96.9167556762695
12.0201425552368,40.0000009536743,96.8933410644531
12.0208292007446,39.9999990463257,96.8701858520508
12.0215482711792,40.0000009536743,96.847282409668
12.0222940444946,40.0000009536743,96.8246154785156
12.0230665206909,40.0000009536743,96.8021697998047
12.0238628387451,40.0,96.7799530029297
12.0246810913086,40.0,96.7579193115235
12.0255193710327,40.0000009536743,96.7360763549805
12.0263738632202,39.9999990463257,96.7144165039063
12.0272445678711,40.0,96.6929321289063
12.0281286239624,39.9999990463257,96.6716003417969
12.0290241241455,40.0,96.6504287719727
12.0299301147461,40.0,96.6294174194336
12.0308456420898,40.0,96.6085433959961
12.0317697525024,40.0000009536743,96.5878067016602
12.0326995849609,40.0,96.5671997070313
12.0336351394653,39.9999990463257,96.5467224121094
12.0345754623413,39.9999990463257,96.5263595581055
12.0355195999145,39.9999990463257,96.5061264038086
12.0364665985107,40.0,96.4860000610352
12.0374145507813,40.0,96.4659805297852
12.0383653640747,40.0000009536743,96.4460754394531
12.0393161773682,40.0,96.42626953125
12.0402669906616,39.9999990463257,96.4065551757813
12.0412178039551,40.0,96.3869323730469
12.0421676635742,40.0,96.3674087524414
12.043116569519,40.0000009536743,96.3479690551758
12.0440626144409,40.0000009536743,96.3286209106445
12.0450067520142,40.0000009536743,96.3093490600586
12.0459470748901,40.0000009536743,96.2901611328125
12.0468845367432,40.0,96.2710647583008
12.0478191375732,40.0,96.2520370483399
12.0487499237061,40.0,96.2330780029297
12.0496768951416,40.0,96.2141952514649
12.0505990982056,39.9999990463257,96.1953811645508
12.0515174865723,40.0,96.176628112793
12.0524311065674,40.0,96.1579513549805
12.0533380508423,40.0000009536743,96.1393203735352
12.0542402267456,39.9999990463257,96.1207733154297
12.0551376342773,40.0,96.1022720336914
12.0560293197632,39.9999990463257,96.0838394165039
12.0569152832031,40.0,96.0654602050781
12.0577955245972,39.9999990463257,96.0471420288086
12.0586700439453,40.0,96.0288696289063
12.0595378875732,40.0,96.0106582641602
12.060399055481,40.0000009536743,95.9924926757813
12.0612525939941,40.0,95.974365234375
12.0621004104614,39.9999990463257,95.9563064575195
12.0629415512085,39.9999990463257,95.9382858276367
12.0637760162353,40.0,95.9203109741211
12.064603805542,40.0,95.9023818969727
12.0654239654541,40.0,95.8844909667969
12.066237449646,40.0000009536743,95.8666458129883
12.067042350769,39.9999990463257,95.8488464355469
12.0678415298462,40.0000009536743,95.8310852050781
12.0686302185059,40.0,95.8133544921875
12.0694131851196,39.9999990463257,95.7956771850586
12.0701885223389,40.0,95.7780303955078
12.0709562301636,40.0000009536743,95.7604217529297
12.0717153549194,39.9999990463257,95.7428436279297
12.0724668502808,39.9999990463257,95.7253112792969
12.0732107162476,39.9999990463257,95.7078018188477
12.0739459991455,40.0,95.6903381347656
12.0746736526489,40.0000009536743,95.6728973388672
12.0753908157349,40.0000009536743,95.6554870605469
12.0761013031006,40.0,95.6381225585938
12.0768032073975,40.0,95.6207809448242
12.0774965286255,40.0000009536743,95.6034698486328
12.0781812667847,40.0000009536743,95.5861892700195
12.078857421875,40.0,95.5689315795899
12.0795240402222,39.9999990463257,95.5517044067383
12.0801830291748,40.0,95.5345077514649
12.08083152771,40.0,95.5173263549805
12.0814714431763,39.9999990463257,95.5001907348633
12.0821027755737,39.9999990463257,95.4830780029297
12.0827255249023,40.0,95.4659805297852
12.0833387374878,39.9999990463257,95.4489135742188
12.0839433670044,40.0000009536743,95.431869506836
12.0845384597778,40.0000009536743,95.4148483276367
12.0851240158081,40.0000009536743,95.3978500366211
12.0857000350952,40.0000009536743,95.3808746337891
12.0862646102905,39.9999990463257,95.3639144897461
12.0868215560913,39.9999990463257,95.3469924926758
12.0873689651489,39.9999990463257,95.3300857543945
12.0879068374634,39.9999990463257,95.3131942749024
12.0884351730347,39.9999990463257,95.2963333129883
12.0889539718628,40.0000009536743,95.2794876098633
12.0894622802734,40.0,95.2626647949219
12.0899610519409,40.0000009536743,95.2458648681641
12.0904493331909,39.9999990463257,95.2290802001953
12.0909261703491,39.9999990463257,95.2123107910156
12.0913944244385,40.0,95.1955795288086
12.0918531417847,40.0000009536743,95.1788558959961
12.0923013687134,40.0000009536743,95.1621551513672
12.0927391052246,40.0,95.1454696655274
12.0931663513184,40.0,95.1287994384766
12.0935840606689,40.0,95.1121444702149
12.093991279602,40.0000009536743,95.0955123901367
12.094386100769,40.0000009536743,95.0788803100586
12.0947713851929,39.9999990463257,95.0622863769531
12.0951471328735,39.9999990463257,95.0457000732422
12.0955123901367,40.0,95.0291290283203
12.0958671569824,40.0,95.0125732421875
12.0962104797363,40.0,94.9960327148438
12.0965442657471,40.0,94.9795074462891
12.0968656539917,39.9999990463257,94.963005065918
12.0971775054932,40.0,94.9465103149414
12.0974760055542,39.9999990463257,94.9300155639649
12.0977659225464,40.0000009536743,94.913558959961
12.0980443954468,39.9999990463257,94.8971099853516
12.0983123779297,40.0,94.8806686401367
12.0985689163208,39.9999990463257,94.864242553711
12.0988149642944,39.9999990463257,94.8478240966797
12.0990495681763,39.9999990463257,94.8314208984375
12.0992727279663,39.9999990463257,94.8150482177735
12.0994853973389,40.0,94.7986679077149
12.0996837615967,40.0,94.7822952270508
12.0998735427856,40.0000009536743,94.7659530639649
12.1000518798828,40.0,94.7496109008789
12.1002187728882,39.9999990463257,94.733283996582
12.1003742218018,40.0,94.7169723510742
12.1005191802978,40.0,94.700668334961
12.1006517410278,39.9999990463257,94.6843719482422
12.1007738113403,40.0000009536743,94.6680908203125
12.1008815765381,40.0,94.6518020629883
12.1009798049927,40.0000009536743,94.6355667114258
12.1010656356812,39.9999990463257,94.6193313598633
12.1011409759521,40.0,94.6030883789063
12.1012048721313,40.0000009536743,94.5868606567383
12.1012563705444,40.0000009536743,94.5706405639649
12.1012964248657,39.9999990463257,94.554428100586
12.1013250350952,39.9999990463257,94.5382308959961
12.1013422012329,40.0000009536743,94.5220336914063
12.1013450622559,40.0,94.505844116211
12.1013383865356,40.0000009536743,94.4896850585938
12.1013193130493,39.9999990463257,94.473518371582
12.1012887954712,39.9999990463257,94.4573669433594
12.1012468338013,40.0000009536743,94.4412155151367
12.1011924743652,40.0,94.4250793457031
12.1011266708374,40.0000009536743,94.4089431762695
12.1010484695435,40.0000009536743,94.392822265625
12.1009588241577,40.0000009536743,94.376708984375
12.1008548736572,40.0,94.360580444336
12.1007404327393,40.0,94.3445053100586
12.1006145477295,40.0,94.3284072875977
12.1004762649536,40.0000009536743,94.3123245239258
12.1003255844116,39.9999990463257,94.2962493896485
12.1001634597778,39.9999990463257,94.2801818847656
12.0999898910522,40.0000009536743,94.2641143798828
12.0998029708862,39.9999990463257,94.2480621337891
12.0996026992798,40.0000009536743,94.2319946289063
12.0993909835815,39.9999990463257,94.2159652709961
12.0991678237915,39.9999990463257,94.1999282836914
12.0989332199097,40.0000009536743,94.1839065551758
12.0986852645874,39.9999990463257,94.1678771972656
12.0984258651733,40.0000009536743,94.1518630981445
12.0981540679932,40.0,94.1358489990235
12.0978698730469,40.0,94.1198501586914
12.0975732803345,40.0000009536743,94.1038513183594
12.0972623825073,39.9999990463257,94.0878448486328
12.0969409942627,40.0,94.0718765258789
12.096607208252,40.0,94.0559005737305
12.0962610244751,40.0000009536743,94.0399398803711
12.0959024429321,39.9999990463257,94.0239715576172
12.0955324172974,40.0000009536743,94.0080184936524
12.0951490402222,40.0000009536743,93.992073059082
12.0947532653809,40.0,93.9761352539063
12.0943460464478,40.0000009536743,93.9601974487305
12.0939235687256,40.0,93.9442596435547
12.0934906005859,40.0,93.9283676147461
12.0930452346802,39.9999990463257,93.9124526977539
12.0925884246826,40.0,93.8965454101563
12.0921192169189,40.0,93.8806381225586
12.0916376113892,40.0000009536743,93.864730834961
12.0911436080933,39.9999990463257,93.8488311767578
12.0906381607056,40.0000009536743,93.8329315185547
12.0901193618774,39.9999990463257,93.8170394897461
12.0895872116089,39.9999990463257,93.801139831543
12.0890445709228,40.0,93.785270690918
12.0884895324707,40.0,93.7693939208985
12.0879220962524,39.9999990463257,93.7535171508789
12.0873432159424,40.0,93.7376480102539
12.0867519378662,40.0,93.7217864990235
12.0861482620239,40.0000009536743,93.705924987793
12.0855321884155,40.0000009536743,93.6900634765625
12.0849018096924,40.0,93.674201965332
12.0842609405518,40.0,93.6583709716797
12.0836086273193,40.0,93.6425247192383
12.0829439163208,40.0000009536743,93.6266860961914
12.0822668075562,40.0000009536743,93.6108551025391
12.0815773010254,40.0,93.5950164794922
12.0808753967285,40.0,93.5791931152344
12.0801620483398,40.0,93.5633697509766
12.0794363021851,40.0000009536743,93.5475540161133
12.0786962509155,40.0000009536743,93.531723022461
12.0779447555542,39.9999990463257,93.5159301757813
12.0771818161011,39.9999990463257,93.5001220703125
12.0764074325562,40.0000009536743,93.4843215942383
12.0756196975708,39.9999990463257,93.4685211181641
12.0748205184937,39.9999990463257,93.4527206420899
12.0740089416504,40.0,93.4369354248047
12.073184967041,40.0,93.421142578125
12.0723495483398,40.0,93.4053726196289
12.0714988708496,40.0,93.3895797729492
12.0706377029419,39.9999990463257,93.3738327026367
12.0697650909424,40.0,93.3580627441406
12.0688800811768,40.0,93.3423080444336
12.067982673645,39.9999990463257,93.3265609741211
12.0670738220215,40.0,93.3108062744141
12.0661525726318,40.0,93.2950592041016
12.0652189254761,40.0000009536743,93.2793121337891
12.0642709732056,40.0000009536743,93.263557434082
12.0633125305176,40.0,93.2478561401367
12.0623416900635,40.0,93.2321243286133
12.0613594055176,40.0,93.2164077758789
12.0603647232056,39.9999990463257,93.20068359375
12.0593576431274,39.9999990463257,93.1849746704102
12.0583391189575,39.9999990463257,93.1692581176758
12.0573081970215,40.0,93.153549194336
12.0562658309937,40.0000009536743,93.1378402709961
12.0552091598511,39.9999990463257,93.1221160888672
12.054141998291,40.0,93.106430053711
12.0530624389648,40.0,93.0907287597656
12.0519714355469,40.0,93.0750350952149
12.0508680343628,39.9999990463257,93.0593414306641
12.0497560501099,40.0000009536743,93.0436782836914
12.0486335754395,40.0,93.0280151367188
12.0475006103516,40.0,93.0123596191406
12.0463581085205,40.0,92.996696472168
12.0452032089233,40.0000009536743,92.9810256958008
12.044038772583,40.0,92.9653930664063
12.0428628921509,39.9999990463257,92.9497451782227
12.0416774749756,40.0,92.9341049194336
12.0404806137085,40.0000009536743,92.9184646606445
12.0392723083496,40.0,92.90283203125
12.0380525588989,39.9999990463257,92.8871994018555
12.0368223190308,39.9999990463257,92.87158203125
12.0355806350708,40.0000009536743,92.8559799194336
12.0343255996704,40.0000009536743,92.8403472900391
12.0330600738525,40.0,92.8247680664063
12.0317840576172,40.0,92.8091506958008
12.03049659729,40.0,92.7935562133789
12.0291967391968,39.9999990463257,92.7779541015625
12.027886390686,39.9999990463257,92.7623596191406
12.0265645980835,40.0000009536743,92.7467651367188
12.0252313613892,40.0000009536743,92.7311706542969
12.0238838195801,40.0,92.7155685424805
12.0225267410278,40.0000009536743,92.7000122070313
12.0211582183838,40.0,92.6844253540039
12.0197772979736,40.0,92.6688537597656
12.018385887146,39.9999990463257,92.6532745361328
12.0169830322266,40.0,92.6377029418945
12.015567779541,40.0,92.6221466064453
12.0141410827637,40.0,92.6065902709961
12.0127029418945,40.0,92.5910415649414
12.011251449585,40.0,92.5754699707031
12.0097894668579,40.0000009536743,92.559944152832
12.0083160400391,40.0,92.5444030761719
12.0068311691284,40.0000009536743,92.5288696289063
12.005334854126,40.0,92.5133361816406
12.0038270950317,40.0000009536743,92.4978103637695
12.0023069381714,39.9999990463257,92.482292175293
12.0007762908936,40.0,92.466781616211
11.9992341995239,40.0000009536743,92.4512634277344
11.9976787567139,40.0,92.4357299804688
11.9961128234863,40.0,92.4202499389649
11.994535446167,40.0,92.4047393798828
11.9929475784302,40.0000009536743,92.3892364501953
11.9913473129272,39.9999990463257,92.3737411499024
11.9897365570068,40.0,92.3582611083985
11.9881143569946,40.0000009536743,92.3427734375
11.9864807128906,40.0,92.3272933959961
11.9848346710205,40.0,92.3117904663086
11.9831771850586,40.0,92.2963333129883
11.9815092086792,39.9999990463257,92.2808609008789
11.9798307418823,40.0000009536743,92.2653961181641
11.9781408309937,40.0000009536743,92.2499237060547
11.9764394760132,39.9999990463257,92.2344665527344
11.9747276306152,40.0,92.2190170288086
11.9730033874512,40.0,92.2035751342774
11.9712696075439,40.0,92.1881332397461
11.9695224761963,40.0,92.1726837158203
11.9677648544312,40.0000009536743,92.1572952270508
11.9659967422485,40.0000009536743,92.1418838500977
11.9642171859741,39.9999990463257,92.1264801025391
11.9624280929565,40.0000009536743,92.111083984375
11.9606275558472,40.0000009536743,92.0956802368164
11.9588165283203,40.0,92.0802917480469
11.956995010376,40.0,92.0648956298828
11.9551639556885,40.0,92.0495071411133
11.9533205032349,40.0000009536743,92.0341186523438
11.9514665603638,39.9999990463257,92.0187759399414
11.9496040344238,40.0,92.0034103393555
11.9477310180664,40.0,91.9880447387695
11.9458484649658,40.0,91.9726791381836
11.9439544677734,40.0,91.9573364257813
11.9420518875122,40.0000009536743,91.9419937133789
11.9401388168335,39.9999990463257,91.9266586303711
11.9382162094116,39.9999990463257,91.9113311767578
11.9362831115723,40.0,91.895980834961
11.9343395233154,40.0,91.8806915283203
11.9323873519897,40.0000009536743,91.8653793334961
11.9304246902466,39.9999990463257,91.850082397461
11.9284524917603,39.9999990463257,91.8347854614258
11.9264717102051,40.0,91.8194961547852
11.9244804382324,40.0,91.8042144775391
11.9224796295166,40.0,91.788932800293
11.9204692840576,40.0,91.773666381836
11.9184494018555,40.0,91.7583694458008
11.9164190292358,39.9999990463257,91.7431335449219
11.9143800735474,39.9999990463257,91.7278671264649
11.9123315811157,39.9999990463257,91.7126159667969
11.9102745056152,40.0,91.6973724365235
11.9082069396973,40.0,91.68212890625
11.9061298370361,40.0,91.6669006347656
11.9040441513062,39.9999990463257,91.6516647338867
11.901948928833,40.0,91.6364440917969
11.8998441696167,40.0000009536743,91.6212005615235
11.8977289199829,40.0000009536743,91.6060180664063
11.8956050872803,40.0,91.5908126831055
11.8934717178345,39.9999990463257,91.5756149291992
11.8913297653198,39.9999990463257,91.560417175293
11.889178276062,39.9999990463257,91.5452346801758
11.887017250061,39.9999990463257,91.5300521850586
11.8848476409912,40.0,91.5148696899414
11.8826684951782,40.0000009536743,91.4997100830078
11.8804798126221,40.0,91.4845199584961
11.8782806396484,40.0,91.4693984985352
11.8760738372803,40.0,91.4542465209961
11.8738489151001,39.9999990463257,91.4391174316406
11.8716239929199,40.0,91.4240188598633
11.8693895339966,40.0000009536743,91.4089050292969
11.8671455383301,40.0,91.3938064575195
11.8648929595947,40.0,91.3787231445313
11.8626308441162,40.0,91.3636627197266
11.8603591918945,40.0,91.3485870361328
11.8580770492554,39.9999990463257,91.3335800170899
11.8557872772217,40.0,91.3185424804688
11.8534889221191,40.0,91.3035202026367
11.8511810302734,40.0,91.2884979248047
11.8488645553589,40.0000009536743,91.2734832763672
11.8465385437012,40.0,91.2584762573242
11.8442039489746,40.0,91.2434692382813
11.8418607711792,40.0000009536743,91.2284622192383
11.8395080566406,40.0,91.2134246826172
11.8371458053589,39.9999990463257,91.1984481811524
11.8347759246826,40.0,91.1834411621094
11.8323974609375,40.0,91.168441772461
11.8300094604492,40.0,91.153434753418
11.8276138305664,40.0,91.1384353637695
11.8252086639404,40.0,91.1234283447266
11.8227949142456,39.9999990463257,91.1084289550781
11.8203735351563,40.0,91.0934295654297
11.8179426193237,39.9999990463257,91.0783996582031
11.8155031204224,40.0000009536743,91.0634307861328
11.8130550384521,40.0,91.0484237670899
11.8105983734131,40.0,91.033432006836
11.8081331253052,39.9999990463257,91.018440246582
11.8056602478027,40.0,91.0034484863281
11.8031778335571,39.9999990463257,90.9884567260742
11.800687789917,40.0,90.9734649658203
11.798189163208,40.0,90.958480834961
11.7956819534302,39.9999990463257,90.9434967041016
11.7931671142578,40.0,90.9284896850586
11.7906427383423,40.0000009536743,90.9135437011719
11.7881107330322,40.0,90.898567199707
11.7855701446533,40.0,90.8835906982422
11.7830209732056,40.0000009536743,90.8686218261719
11.7804641723633,40.0,90.8536605834961
11.7778987884521,40.0,90.8386993408203
11.7753257751465,40.0,90.8237380981445
11.772744178772,39.9999990463257,90.8087768554688
11.7701549530029,40.0,90.7937927246094
11.7676362991333,40.0000009536743,90.7790069580078
